10;0.000
85;0.000
160;0.004
235;0.004
310;0.000
385;0.004
460;0.004
535;0.004
610;0.008
685;0.004
760;0.000
835;0.000
910;0.000
985;0.004
1060;0.004
1135;0.000
1210;0.000
1285;0.004
1360;0.008
1435;0.008
1510;0.008
1585;0.004
1660;0.008
1735;0.008
1810;0.032
1885;0.012
1960;0.016
2035;0.020
2110;0.008
2185;0.016
2260;0.008
2335;0.016
2410;0.004
2485;0.016
2560;0.008
2635;0.008
2710;0.020
2785;0.020
2860;0.024
2935;0.008
3010;0.012
3085;0.032
3160;0.016
3235;0.028
3310;0.028
3385;0.008
3460;0.028
3535;0.024
3610;0.032
3685;0.008
3760;0.016
3835;0.020
3910;0.012
3985;0.028
4060;0.016
4135;0.052
4210;0.032
4285;0.028
4360;0.028
4435;0.020
4510;0.064
4585;0.032
4660;0.032
4735;0.052
4810;0.052
4885;0.044
4960;0.076
5035;0.040
5110;0.080
5185;0.068
5260;0.044
5335;0.020
5410;0.020
5485;0.016
5560;0.076
5635;0.084
5710;0.024
5785;0.024
5860;0.072
5935;0.108
6010;0.096
6085;0.032
6160;0.064
6235;0.048
6310;0.100
6385;0.020
6460;0.108
6535;0.096
6610;0.056
6685;0.120
6760;0.032
6835;0.096
6910;0.072
6985;0.136
7060;0.060
7135;0.024
7210;0.040
7285;0.040
7360;0.064
7435;0.028
7510;0.136
7585;0.164
7660;0.060
7735;0.188
7810;0.060
7885;0.148
7960;0.064
8035;0.100
8110;0.184
8185;0.072
8260;0.164
8335;0.108
8410;0.156
8485;0.168
8560;0.096
8635;0.092
8710;0.128
8785;0.116
8860;0.052
8935;0.100
9010;0.032
9085;0.036
9160;0.104
9235;0.268
9310;0.080
9385;0.072
9460;0.208
9535;0.044
9610;0.172
9685;0.168
9760;0.112
9835;0.144
9910;0.208
9985;0.300
10060;0.324
10135;0.112
10210;0.252
10285;0.092
10360;0.260
10435;0.220
10510;0.268
10585;0.328
10660;0.336
10735;0.044
10810;0.352
10885;0.296
10960;0.080
11035;0.304
11110;0.356
11185;0.052
11260;0.244
11335;0.412
11410;0.184
11485;0.156
11560;0.284
11635;0.056
11710;0.388
11785;0.064
11860;0.296
11935;0.156
12010;0.344
12085;0.336
12160;0.468
12235;0.160
12310;0.420
12385;0.376
12460;0.288
12535;0.068
12610;0.480
12685;0.384
12760;0.344
12835;0.324
12910;0.500
12985;0.232
13060;0.536
13135;0.240
13210;0.092
13285;0.336
13360;0.248
13435;0.244
13510;0.096
13585;0.192
13660;0.080
13735;0.508
13810;0.300
13885;0.500
13960;0.544
14035;0.096
14110;0.560
14185;0.080
14260;0.240
14335;0.516
14410;0.236
14485;0.480
14560;0.536
14635;0.152
14710;0.164
14785;0.312
14860;0.488
14935;0.444
15010;0.540
15085;0.344
15160;0.664
15235;0.192
15310;0.228
15385;0.292
15460;0.120
15535;0.240
15610;0.548
15685;0.788
15760;0.732
15835;0.360
15910;0.592
15985;0.256
16060;0.656
16135;0.160
16210;0.284
16285;0.816
16360;0.668
16435;0.868
16510;0.548
16585;0.428
16660;0.648
16735;0.620
16810;0.736
16885;0.616
16960;0.764
17035;0.852
17110;0.288
17185;0.688
17260;0.672
17335;0.576
17410;0.680
17485;0.388
17560;0.132
17635;0.292
17710;0.416
17785;0.148
17860;0.668
17935;0.564
18010;0.740
18085;0.848
18160;0.264
18235;0.224
18310;0.348
18385;0.888
18460;0.604
18535;0.380
18610;0.464
18685;0.236
18760;0.364
18835;1.112
18910;0.300
18985;0.832
19060;0.204
19135;0.744
19210;1.116
19285;0.912
19360;0.152
19435;0.828
19510;0.888
19585;0.428
19660;0.488
19735;0.392
19810;0.732
19885;0.716
19960;0.520
20035;0.748
20110;0.392
20185;1.068
20260;0.696
20335;0.896
20410;1.068
20485;0.168
20560;0.648
20635;0.352
20710;0.212
20785;0.620
20860;1.264
20935;1.052
21010;0.656
21085;0.168
21160;0.260
21235;0.676
21310;0.748
21385;0.536
21460;0.496
21535;0.664
21610;0.424
21685;1.052
21760;1.272
21835;0.948
21910;0.816
21985;1.480
22060;1.304
22135;1.116
22210;1.188
22285;0.928
22360;0.952
22435;0.364
22510;1.496
22585;0.808
22660;1.604
22735;0.600
22810;0.300
22885;0.288
22960;1.520
23035;1.552
23110;0.984
23185;0.284
23260;0.600
23335;0.724
23410;0.580
23485;0.448
23560;0.636
23635;0.288
23710;1.588
23785;1.436
23860;1.148
23935;1.836
24010;0.560
24085;1.464
24160;0.940
24235;1.272
24310;1.548
24385;0.492
24460;0.472
24535;1.560
24610;1.300
24685;0.840
24760;0.928
24835;0.528
24910;0.400
24985;0.280
25060;1.384
25135;1.952
25210;1.200
25285;1.272
25360;0.660
25435;0.596
25510;1.548
25585;0.704
25660;1.764
25735;2.116
25810;0.312
25885;1.020
25960;1.244
26035;1.080
26110;1.064
26185;2.188
26260;0.740
26335;1.004
26410;1.664
26485;2.284
26560;0.368
26635;0.584
26710;1.656
26785;0.848
26860;0.976
26935;1.528
27010;1.772
27085;1.688
27160;0.424
27235;0.868
27310;1.904
27385;0.508
27460;2.360
27535;1.484
27610;0.284
27685;2.516
27760;1.524
27835;1.544
27910;2.492
27985;1.656
28060;2.128
28135;0.976
28210;2.516
28285;2.300
28360;0.568
28435;1.188
28510;1.344
28585;1.780
28660;0.664
28735;0.544
28810;1.804
28885;0.980
28960;0.736
29035;1.280
29110;2.332
29185;1.396
29260;0.428
29335;0.912
29410;1.312
29485;2.812
29560;0.492
29635;2.580
29710;0.760
29785;1.272
29860;2.336
29935;2.664
30010;0.484
30085;2.020
30160;2.768
30235;2.892
30310;1.176
30385;0.832
30460;2.260
30535;1.376
30610;2.600
30685;2.812
30760;0.916
30835;2.416
30910;2.900
30985;1.120
31060;3.096
31135;1.200
31210;0.408
31285;0.968
31360;2.016
31435;2.380
31510;1.580
31585;1.988
31660;1.244
31735;0.868
31810;2.900
31885;2.012
31960;1.724
32035;1.532
32110;0.472
32185;1.168
32260;0.872
32335;1.748
32410;1.180
32485;2.988
32560;2.568
32635;1.336
32710;0.468
32785;1.328
32860;0.444
32935;0.756
33010;1.940
33085;2.196
33160;2.436
33235;0.708
33310;0.892
33385;0.608
33460;0.984
33535;0.844
33610;2.016
33685;2.068
33760;3.404
33835;3.708
33910;2.204
33985;1.304
34060;3.772
34135;3.016
34210;0.656
34285;2.352
34360;3.120
34435;0.916
34510;2.600
34585;3.540
34660;1.000
34735;0.768
34810;1.308
34885;3.184
34960;2.228
35035;2.376
35110;1.200
35185;1.532
35260;2.792
35335;4.364
35410;1.808
35485;1.916
35560;0.672
35635;1.380
35710;3.388
35785;2.012
35860;3.108
35935;3.132
36010;0.912
36085;1.004
36160;1.736
36235;1.752
36310;2.304
36385;1.536
36460;3.528
36535;3.240
36610;3.432
36685;2.840
36760;2.340
36835;4.276
36910;1.616
36985;3.904
37060;1.568
37135;0.520
37210;3.864
37285;1.888
37360;3.424
37435;2.000
37510;4.656
37585;2.868
37660;0.560
37735;2.164
37810;4.696
37885;1.584
37960;3.300
38035;2.748
38110;2.132
38185;3.728
38260;3.296
38335;1.936
38410;1.044
38485;0.728
38560;2.736
38635;3.924
38710;1.704
38785;4.536
38860;3.848
38935;1.204
39010;2.192
39085;1.032
39160;0.564
39235;5.008
39310;2.496
39385;4.036
39460;1.080
39535;4.076
39610;4.340
39685;4.640
39760;0.700
39835;3.392
39910;3.208
39985;3.684
40060;1.988
40135;1.264
40210;1.496
40285;3.732
40360;3.228
40435;1.176
40510;4.584
40585;3.784
40660;2.484
40735;5.296
40810;3.164
40885;3.536
40960;4.976
41035;0.612
41110;3.820
41185;5.280
41260;1.336
41335;1.264
41410;3.060
41485;5.616
41560;0.928
41635;0.968
41710;2.432
41785;1.712
41860;1.856
41935;4.456
42010;4.040
42085;4.136
42160;4.612
42235;4.980
42310;1.136
42385;4.128
42460;3.536
42535;3.724
42610;4.092
42685;3.900
42760;2.744
42835;0.696
42910;1.328
42985;5.640
43060;5.940
43135;2.144
43210;0.784
43285;5.652
43360;3.984
43435;4.228
43510;5.196
43585;2.296
43660;5.908
43735;3.672
43810;1.128
43885;5.424
43960;0.936
44035;2.840
44110;3.676
44185;3.656
44260;4.700
44335;2.708
44410;6.252
44485;4.628
44560;3.804
44635;2.312
44710;6.120
44785;0.980
44860;2.200
44935;6.048
45010;3.060
45085;4.848
45160;3.628
45235;2.352
45310;4.288
45385;0.792
45460;3.364
45535;2.716
45610;1.072
45685;6.740
45760;5.068
45835;3.000
45910;6.044
45985;2.200
46060;6.440
46135;2.456
46210;1.484
46285;2.676
46360;3.536
46435;0.872
46510;1.588
46585;2.148
46660;1.112
46735;4.604
46810;4.648
46885;3.524
46960;7.252
47035;5.588
47110;3.872
47185;1.596
47260;3.924
47335;6.244
47410;2.368
47485;6.124
47560;2.916
47635;4.244
47710;2.964
47785;2.644
47860;3.084
47935;6.500
48010;4.888
48085;5.500
48160;3.264
48235;4.332
48310;2.444
48385;5.140
48460;5.740
48535;1.520
48610;1.532
48685;2.248
48760;2.512
48835;2.088
48910;3.320
48985;2.324
49060;5.580
49135;3.732
49210;1.016
49285;5.212
49360;7.376
49435;1.216
49510;7.240
49585;2.708
49660;6.964
49735;7.228
49810;6.800
49885;7.100
49960;7.924
50035;6.664
50110;4.644
50185;3.516
50260;6.384
50335;1.396
50410;4.212
50485;7.648
50560;1.728
50635;1.600
50710;7.040
50785;6.812
50860;1.532
50935;3.404
51010;4.300
51085;8.132
51160;1.440
51235;1.560
51310;7.716
51385;4.880
51460;5.140
51535;4.424
51610;8.288
51685;0.992
51760;4.156
51835;8.280
51910;4.752
51985;4.444
52060;4.072
52135;5.036
52210;7.644
52285;6.000
52360;2.420
52435;9.932
52510;2.448
52585;5.488
52660;8.036
52735;7.032
52810;4.252
52885;5.460
52960;4.224
53035;2.092
53110;2.904
53185;7.864
53260;3.692
53335;3.244
53410;1.280
53485;1.248
53560;1.068
53635;5.492
53710;4.896
53785;7.856
53860;5.560
53935;5.872
54010;8.396
54085;5.748
54160;9.660
54235;3.400
54310;5.620
54385;7.852
54460;7.572
54535;4.988
54610;1.168
54685;1.252
54760;1.372
54835;9.260
54910;9.884
54985;8.216
55060;1.732
55135;1.308
55210;1.540
55285;4.408
55360;9.360
55435;2.376
55510;1.296
55585;3.828
55660;2.368
55735;1.252
55810;2.304
55885;6.644
55960;5.520
56035;6.096
56110;5.532
56185;4.728
56260;6.676
56335;8.168
56410;1.996
56485;1.460
56560;2.516
56635;3.628
56710;1.580
56785;3.732
56860;4.096
56935;2.508
57010;6.632
57085;4.576
57160;9.584
57235;9.772
57310;7.364
57385;5.768
57460;9.304
57535;5.148
57610;6.720
57685;10.444
57760;1.660
57835;9.652
57910;2.660
57985;1.952
58060;1.428
58135;2.192
58210;10.660
58285;8.596
58360;7.976
58435;3.736
58510;7.644
58585;8.040
58660;6.956
58735;1.688
58810;10.576
58885;1.712
58960;1.848
59035;11.328
59110;1.632
59185;5.300
59260;5.376
59335;6.872
59410;11.612
59485;5.280
59560;8.052
59635;2.232
59710;8.148
59785;9.176
59860;9.796
59935;7.752
60010;4.404
60085;7.996
60160;9.408
60235;10.868
60310;5.656
60385;1.352
60460;8.200
60535;4.844
60610;5.804
60685;3.976
60760;5.432
60835;1.520
60910;8.540
60985;10.600
61060;4.760
61135;7.484
61210;10.488
61285;5.148
61360;9.524
61435;9.988
61510;3.772
61585;5.644
61660;15.532
61735;11.964
61810;12.812
61885;4.236
61960;11.284
62035;7.708
62110;13.660
62185;2.892
62260;10.896
62335;4.252
62410;13.508
62485;6.496
62560;4.764
62635;2.184
62710;5.428
62785;5.072
62860;7.900
62935;11.340
63010;9.252
63085;13.456
63160;11.252
63235;7.744
63310;1.860
63385;13.776
63460;1.896
63535;3.624
63610;7.464
63685;10.852
63760;8.048
63835;11.980
63910;3.708
63985;5.144
64060;5.412
64135;3.188
64210;2.960
64285;8.132
64360;4.936
64435;13.824
64510;13.436
64585;12.952
64660;12.776
64735;12.296
64810;2.040
64885;12.448
64960;2.272
65035;6.400
65110;3.988
65185;9.200
65260;4.664
65335;11.144
65410;5.568
65485;17.112
65560;3.628
65635;17.028
65710;13.080
65785;4.016
65860;16.848
65935;4.252
66010;13.320
66085;4.176
66160;13.596
66235;12.796
66310;9.380
66385;9.120
66460;3.216
66535;10.556
66610;4.724
66685;10.044
66760;12.988
66835;10.204
66910;14.032
66985;2.980
67060;2.100
67135;8.536
67210;5.572
67285;10.504
67360;12.272
67435;1.904
67510;11.072
67585;4.824
67660;11.084
67735;7.184
67810;6.664
67885;7.764
67960;7.468
68035;7.816
68110;2.484
68185;3.520
68260;7.992
68335;10.092
68410;8.400
68485;2.720
68560;16.004
68635;16.140
68710;13.656
68785;13.976
68860;12.252
68935;15.580
69010;13.428
69085;11.724
69160;8.196
69235;6.312
69310;11.636
69385;15.940
69460;1.832
69535;3.416
69610;16.440
69685;14.536
69760;16.956
69835;4.316
69910;12.628
69985;14.840
70060;9.812
70135;7.532
70210;14.888
70285;10.896
70360;10.072
70435;18.052
70510;17.008
70585;15.964
70660;15.336
70735;13.388
70810;8.996
70885;10.704
70960;15.712
71035;1.924
71110;17.636
71185;7.228
71260;8.772
71335;9.536
71410;9.512
71485;14.008
71560;2.416
71635;8.076
71710;15.532
71785;9.252
71860;5.060
71935;8.388
72010;2.128
72085;11.236
72160;15.580
72235;8.028
72310;12.012
72385;1.892
72460;3.764
72535;8.788
72610;5.708
72685;15.840
72760;4.816
72835;14.212
72910;9.788
72985;4.936
73060;3.252
73135;6.004
73210;5.636
73285;3.012
73360;2.792
73435;14.836
73510;17.200
73585;6.512
73660;16.452
73735;5.572
73810;4.084
73885;19.108
73960;10.824
74035;8.696
74110;18.488
74185;20.060
74260;4.524
74335;20.884
74410;11.108
74485;9.392
74560;7.580
74635;19.904
74710;4.688
74785;5.024
74860;13.308
74935;7.196
75010;3.616
75085;20.464
75160;3.356
75235;21.576
75310;13.476
75385;6.132
75460;21.748
75535;5.944
75610;11.392
75685;16.132
75760;9.628
75835;4.892
75910;13.928
75985;17.360
76060;10.980
76135;8.500
76210;13.100
76285;4.900
76360;15.292
76435;3.036
76510;6.960
76585;4.688
76660;2.404
76735;17.456
76810;3.344
76885;7.876
76960;6.376
77035;13.076
77110;21.612
77185;18.008
77260;21.624
77335;2.348
77410;3.056
77485;9.920
77560;3.456
77635;6.020
77710;21.944
77785;22.180
77860;6.068
77935;3.916
78010;7.384
78085;2.752
78160;20.240
78235;10.300
78310;8.536
78385;3.248
78460;13.148
78535;13.560
78610;19.844
78685;22.160
78760;3.644
78835;5.476
78910;8.796
78985;17.176
79060;16.092
79135;3.376
79210;10.364
79285;8.364
79360;9.696
79435;18.016
79510;6.440
79585;5.704
79660;2.748
79735;2.464
79810;3.400
79885;21.308
79960;4.032
80035;16.140
80110;19.236
80185;11.840
80260;13.196
80335;3.048
80410;2.748
80485;2.532
80560;12.728
80635;8.788
80710;22.816
80785;16.752
80860;8.776
80935;5.176
81010;4.568
81085;2.480
81160;21.056
81235;22.860
81310;14.636
81385;19.556
81460;12.104
81535;16.808
81610;5.480
81685;21.984
81760;11.360
81835;19.616
81910;13.436
81985;11.888
82060;20.236
82135;14.396
82210;9.364
82285;25.528
82360;20.932
82435;14.804
82510;4.936
82585;6.092
82660;22.728
82735;4.628
82810;9.476
82885;23.560
82960;7.584
83035;7.084
83110;3.368
83185;16.676
83260;8.968
83335;19.300
83410;24.480
83485;24.564
83560;3.560
83635;17.860
83710;12.604
83785;3.112
83860;13.428
83935;10.928
84010;19.340
84085;2.988
84160;21.644
84235;26.532
84310;4.296
84385;10.356
84460;11.260
84535;5.344
84610;12.100
84685;7.508
84760;19.808
84835;14.468
84910;13.152
84985;21.648
85060;16.732
85135;11.676
85210;5.100
85285;30.356
85360;6.876
85435;26.932
85510;28.320
85585;23.448
85660;14.560
85735;20.636
85810;3.636
85885;8.244
85960;4.028
86035;27.244
86110;27.528
86185;26.984
86260;15.748
86335;14.328
86410;20.312
86485;3.724
86560;7.448
86635;3.028
86710;7.332
86785;11.204
86860;13.068
86935;26.908
87010;3.104
87085;16.504
87160;29.208
87235;16.284
87310;24.832
87385;19.396
87460;28.540
87535;28.444
87610;17.528
87685;22.184
87760;9.492
87835;17.712
87910;5.824
87985;26.568
88060;7.936
88135;4.520
88210;15.476
88285;3.616
88360;21.592
88435;23.724
88510;21.740
88585;17.360
88660;11.720
88735;9.188
88810;9.848
88885;23.804
88960;16.196
89035;3.640
89110;8.792
89185;29.316
89260;5.400
89335;11.728
89410;10.376
89485;16.056
89560;13.040
89635;24.216
89710;4.180
89785;26.648
89860;6.304
89935;12.032
90010;12.800
90085;5.272
90160;5.816
90235;13.724
90310;15.144
90385;2.976
90460;6.584
90535;7.180
90610;3.860
90685;3.220
90760;9.080
90835;30.164
90910;5.688
90985;11.944
91060;3.528
91135;7.556
91210;18.580
91285;10.520
91360;5.660
91435;5.320
91510;20.604
91585;8.216
91660;3.440
91735;17.084
91810;7.592
91885;4.548
91960;6.360
92035;18.568
92110;6.712
92185;20.264
92260;16.992
92335;29.448
92410;10.396
92485;35.984
92560;36.440
92635;6.552
92710;35.192
92785;22.320
92860;15.612
92935;18.828
93010;3.376
93085;21.092
93160;37.864
93235;36.660
93310;14.268
93385;22.040
93460;28.212
93535;14.684
93610;5.436
93685;27.464
93760;13.136
93835;26.620
93910;34.496
93985;28.924
94060;19.524
94135;8.308
94210;27.708
94285;4.560
94360;
[3]+  Stopped                 ./rand $i | { time ./tp3 > /dev/null; }
